scaler,nCluster,noise_percentage,AUCROC,AUCPR,Accuracy,MCC,F1 Score,Precision,Recall,Time Train,Time Test
MinMaxScaler,1,3,56.56146785006756,92.90049336587167,9.44157804218876,-0.02593822801625747,0.0,0.0,0.0,1.4017510414123535,2.2173516750335693
MinMaxScaler,4,3,61.259656965176035,94.41529778656083,9.44157804218876,-0.02593822801625747,0.0,0.0,0.0,2.855473518371582,2.265713930130005
MinMaxScaler,7,3,66.151368388157,95.05383893360964,9.44157804218876,-0.02593822801625747,0.0,0.0,0.0,2.9636964797973633,2.2330429553985596
MinMaxScaler,10,3,66.83263665897645,94.96315961399999,9.44157804218876,-0.02593822801625747,0.0,0.0,0.0,3.2336339950561523,2.2387664318084717
MinMaxScaler,13,3,69.44667879648168,95.52638369035674,9.44157804218876,-0.02593822801625747,0.0,0.0,0.0,3.878243923187256,2.3134074211120605
MinMaxScaler,16,3,66.29792658722332,95.26933177216495,9.44157804218876,-0.02593822801625747,0.0,0.0,0.0,4.82017183303833,2.2392971515655518
MinMaxScaler,19,3,66.99036677821404,95.0361117146318,9.44157804218876,-0.02593822801625747,0.0,0.0,0.0,4.752054214477539,2.2656896114349365
MinMaxScaler,22,3,69.04492738957421,95.45932289753736,9.44157804218876,-0.02593822801625747,0.0,0.0,0.0,3.7413952350616455,2.220472574234009
MinMaxScaler,25,3,67.33493390755957,95.44866916131515,9.44157804218876,-0.02593822801625747,0.0,0.0,0.0,3.8957738876342773,2.2705984115600586
MinMaxScaler,28,3,68.92621619864205,95.56103076092911,9.44157804218876,-0.02593822801625747,0.0,0.0,0.0,4.070865631103516,2.2275450229644775
MinMaxScaler,31,3,67.54933571206874,95.30471803687746,9.44157804218876,-0.02593822801625747,0.0,0.0,0.0,3.9453365802764893,2.225980758666992
